artist_id,artist_name
effdf2e9-6acb-4138-8cd8-6b4b110166bf,The Jacksons
cd8da62d-4352-4f6c-b190-abc68e13707c,SWTCH
18da7c41-7078-4bda-aa61-72f769f8e4d4,Joel Fletcher
b1fd92f9-9ebd-44cb-b44d-84774dedc2c7,Makenzie Rains
c53ed2cf-1ad1-4fd1-af50-0adabf6d107a,The Colourfield
d9f5d20f-e2c9-47b0-8891-0258af04aa8f,D-Mind
91889bd6-c9bd-453c-a5f4-adf7de4cc73a,Collabro
e8a612a1-e8be-478a-8768-cdbd8c7270c1,A-Trak
33ceebeb-1e4c-4579-a4f5-4c21da0c0f41,Cyantific
10dab31f-b9fa-41bc-beba-53a968843a83,Cast - Vampirina
d25d617b-4288-4a4b-8752-74304a530e33,Sleep Recording Sounds
c7ca404f-e4de-47bb-a18c-ad6d2b6ae83c,Blue Öyster Cult
5386d187-11d6-4806-b91e-a6b57e8f9418,Camerata Salzburg
9d18528e-5c9b-4b87-803e-608ffff01121,Morttagua
a85f0279-80ef-4827-93a9-b42dced0ce67,Bill Monroe
269cb7af-e179-4106-b1de-f1cfda318a8b,Terry Oldfield
9a2d3ea8-fb68-4641-8aa3-c6dd2023f970,Max Vangeli
e7f525eb-4eb9-4511-8349-073563c28afd,Manuel Blanco
11b116c7-5b72-4a8d-8e5b-ffdfe083732f,Brooke Ligertwood
05647206-6e1c-4e30-82da-b483240a2fcb,Ashwin Adwani
64cf6a75-162f-422f-8f21-4dbe1bb4a9f7,Eza
69a91a94-fe87-4706-867f-427c06ab8908,Murcof
70e6a632-cdff-4eb5-a2d5-1a4a997e8962,Tasha & Tracie
059ac0e1-e20d-4928-9c3f-829d0c8cc4d9,LePrince
3b93dc8c-52d9-446b-a2f0-8e1b59971605,Sumix
221b67c3-710a-41b5-81b8-86f85233040a,ZEP
507ad2a6-1279-4af3-89f5-df2f301f8037,Phase II
5b5990ad-2157-4ee6-ac3e-a206f5e85d56,Gold
facc8f30-503d-4719-b838-b3a8377c52f8,Mister V
4cfcd8b6-9d41-48ae-84e9-2f0edf903b31,Wave Sounds For Sleep
c1420361-541e-4775-867a-4a101f610ab4,The Hard Aches
a3516136-a5d2-4ff2-a319-3e73e378a0a8,Hateen
80024bfc-6345-4c83-bc1d-57249825b744,FM-84
